timestamp,aqi,co,no2,o3,pm2_5,pm10
1771203600,4,299.98,0.76,108.76,70.02,79.08
1771207200,4,307.08,0.79,108.55,71.66,80.96
1771210800,4,313.45,0.66,109.72,72.95,82.43
1771214400,4,319.05,0.5,111.27,73.94,83.59
1771218000,4,319.64,0.41,112.07,73.78,83.38
1771221600,4,316.35,0.38,113.31,73.6,82.92
1771225200,5,318.05,0.37,116.04,75.23,84.55
1771228800,5,315.62,0.35,116.37,76.04,85.49
1771232400,5,310.75,0.35,116.4,75.7,85.42
1771236000,4,303.29,0.38,116.2,74.41,84.64
1771239600,4,291.14,0.43,114.89,71.35,82.05
1771243200,4,274.1,0.44,114.17,66.21,77.0
1771246800,4,258.82,0.41,113.92,60.61,70.79
1771250400,4,254.75,0.46,110.53,57.36,67.35
1771254000,4,256.99,0.56,106.16,54.66,64.48
1771257600,4,261.17,0.69,101.26,52.16,61.68
1771261200,4,269.09,0.82,96.81,50.32,59.42
1771264800,3,275.98,0.9,93.46,48.95,57.48
1771268400,3,276.76,0.93,91.79,47.72,55.59
1771272000,3,277.41,0.93,92.19,47.62,55.03
1771275600,3,275.59,0.89,94.11,48.0,55.0
1771279200,3,272.15,0.85,95.72,48.6,55.24
1771282800,3,270.8,0.83,96.49,49.71,56.14
1771286400,4,274.06,0.85,95.89,51.37,57.82
1771290000,4,282.0,1.03,92.46,52.86,59.57
1771293600,4,294.77,1.19,88.26,54.51,61.68
1771297200,4,310.33,1.12,87.48,56.51,64.13
1771300800,4,319.82,0.89,92.11,58.2,66.06
1771304400,4,317.26,0.68,98.93,58.64,66.27
1771308000,4,310.86,0.6,106.82,59.33,66.59
1771311600,4,310.57,0.59,115.43,62.18,69.38
1771315200,4,312.17,0.6,121.81,65.39,72.65
1771318800,4,316.91,0.66,128.34,68.57,75.93
1771322400,4,321.7,0.79,133.39,71.04,78.56
1771326000,4,323.77,0.99,134.42,71.6,79.22
1771329600,4,322.35,1.09,132.47,70.73,78.36
1771333200,4,321.48,1.03,130.15,69.49,77.13
1771336800,4,323.26,0.95,125.51,68.24,76.01
1771340400,4,321.55,0.85,118.76,66.32,74.25
1771344000,4,315.87,0.75,111.21,63.28,71.26
1771347600,4,310.09,0.67,104.21,60.14,68.14
1771351200,4,306.05,0.65,97.66,56.69,64.65
1771354800,4,305.8,0.7,90.63,53.22,61.19
1771358400,4,319.87,0.88,83.35,50.86,58.97
1771362000,3,344.82,1.14,76.82,48.97,57.18
1771365600,3,371.04,1.45,71.08,46.46,54.51
1771369200,3,401.38,1.78,65.3,44.34,52.33
1771372800,3,420.89,1.97,62.59,41.59,49.29
1771376400,3,420.68,1.98,64.87,37.55,44.61
1771380000,3,432.75,1.93,67.47,35.27,42.27
1771383600,3,455.35,1.74,73.31,35.71,43.0
1771387200,3,479.23,1.47,85.39,39.4,47.22
1771390800,3,492.04,1.17,99.88,45.71,53.96
1771394400,4,493.61,0.98,111.99,53.37,61.89
1771398000,4,488.84,0.85,120.97,60.84,69.45
1771401600,4,472.84,0.74,125.18,65.0,73.45
1771405200,4,449.86,0.68,126.46,64.54,72.65
1771408800,4,422.82,0.66,124.5,59.87,67.27
1771412400,4,401.12,0.68,119.5,54.64,61.3
1771416000,3,384.98,0.66,113.29,49.96,55.96
1771419600,3,369.53,0.55,106.93,45.76,51.18
1771423200,3,360.03,0.47,101.99,43.25,48.35
1771426800,3,354.37,0.4,98.92,42.05,47.03
1771430400,3,349.68,0.33,96.88,41.29,46.15
1771434000,3,348.08,0.29,95.12,41.05,45.89
1771437600,3,349.28,0.26,93.88,41.18,46.01
1771441200,3,353.95,0.25,93.23,41.71,46.59
1771444800,3,360.34,0.24,93.09,42.35,47.29
1771448400,3,364.61,0.23,92.21,42.3,47.17
1771452000,3,369.35,0.26,90.14,42.17,47.03
1771455600,3,382.29,0.33,86.52,43.08,48.13
1771459200,3,401.93,0.44,82.51,44.66,50.07
1771462800,3,421.94,0.62,77.44,45.81,51.63
1771466400,3,442.25,0.68,74.5,46.98,53.25
1771470000,3,459.71,0.61,76.16,49.0,55.68
1771473600,4,470.46,0.48,80.97,51.48,58.37
1771477200,4,468.92,0.37,84.41,52.72,59.45
1771480800,4,459.68,0.29,85.37,52.71,59.04
1771484400,4,448.4,0.25,84.99,52.36,58.33
1771488000,4,430.19,0.23,83.87,50.24,55.62
1771491600,3,402.59,0.23,83.65,45.41,50.02
1771495200,3,360.65,0.26,83.71,37.04,40.85
1771498800,3,324.88,0.34,83.32,30.25,33.55
1771502400,3,300.61,0.42,82.84,25.43,28.39
1771506000,2,286.15,0.46,82.08,22.33,25.2
1771509600,2,284.83,0.54,80.65,21.12,24.21
1771513200,2,292.81,0.64,78.85,21.0,24.42
1771516800,2,304.47,0.75,76.74,21.46,25.2
1771520400,2,323.15,0.91,74.4,22.67,26.72
1771524000,2,350.48,1.1,71.07,24.65,29.04
1771527600,3,382.84,1.29,66.74,27.03,31.82
1771531200,3,414.57,1.45,62.99,29.12,34.31
1771534800,3,441.05,1.57,60.37,30.47,35.94
1771538400,3,458.21,1.69,58.9,30.75,36.28
1771542000,3,482.96,1.88,56.39,31.45,37.34
1771545600,3,506.36,2.08,54.25,31.95,38.24
1771549200,3,514.08,2.26,54.32,31.28,37.89
1771552800,3,536.76,2.26,56.98,32.19,39.5
1771556400,3,565.02,2.01,67.7,36.09,44.23
1771560000,3,586.73,1.58,86.28,43.42,52.27
1771563600,4,599.11,1.25,105.38,53.38,62.86
1771567200,4,603.03,1.1,122.32,64.91,75.0
1771570800,4,591.04,1.0,133.85,73.79,84.04
1771574400,5,561.79,0.9,138.2,76.65,86.49
1771578000,4,523.18,0.85,137.09,73.87,82.98
1771581600,4,483.65,0.85,132.65,67.02,75.2
1771585200,4,449.03,0.91,125.63,59.78,67.16
1771588800,4,422.76,0.93,118.74,53.7,60.45
1771592400,3,404.52,0.83,111.93,49.08,55.41
1771596000,3,397.82,0.75,106.91,47.11,53.37
1771599600,3,400.22,0.69,103.92,47.42,53.82
1771603200,3,407.77,0.64,102.39,49.1,55.74
1771606800,4,417.68,0.59,101.82,51.28,58.18
1771610400,4,424.09,0.54,101.09,52.95,60.02
1771614000,4,411.47,0.47,100.86,50.81,57.38
1771617600,3,405.06,0.47,96.33,49.37,56.01
1771621200,3,404.26,0.53,89.93,48.39,55.31
1771624800,3,399.82,0.64,82.97,46.3,53.23
1771628400,3,392.44,0.74,76.73,44.03,50.66
1771632000,3,382.94,0.8,72.36,42.34,48.6
1771635600,3,375.29,0.9,69.28,41.41,47.44
1771639200,3,375.46,0.91,67.6,41.22,47.27
1771642800,3,375.64,0.74,69.82,41.6,47.67
1771646400,3,374.63,0.58,74.72,42.34,48.39
1771650000,3,371.38,0.48,78.91,43.08,49.1
1771653600,3,368.14,0.43,81.51,43.76,49.76
1771657200,3,365.6,0.39,83.06,44.71,50.86
1771660800,3,357.13,0.32,82.66,45.45,51.85
1771664400,3,344.5,0.26,81.51,45.63,52.31
1771668000,3,331.09,0.23,80.5,45.45,52.4
1771671600,3,315.82,0.24,79.24,44.87,52.27
1771675200,3,300.54,0.23,78.88,43.7,51.42
1771678800,3,287.08,0.21,80.33,41.66,49.19
1771682400,3,279.25,0.21,81.95,39.78,47.17
1771686000,3,274.89,0.24,83.35,38.23,45.48
1771689600,3,271.57,0.28,84.67,36.87,43.89
1771693200,3,268.57,0.32,85.91,36.07,42.95
1771696800,3,265.21,0.35,87.38,35.75,42.5
1771700400,3,260.43,0.37,89.59,36.04,42.64
1771704000,3,254.91,0.37,93.06,37.18,43.7
1771707600,3,249.4,0.35,97.22,38.99,45.52
1771711200,3,245.49,0.34,101.46,41.58,48.25
1771714800,3,243.9,0.33,105.88,45.07,52.07
1771718400,3,244.58,0.32,110.08,49.2,56.66
1771894800,5,425.5,0.76,109.04,126.12,137.11
1771898400,5,421.09,0.8,108.76,124.73,135.31
1771902000,5,415.97,0.74,110.44,124.2,134.13
1771905600,5,413.82,0.65,112.37,124.29,133.65
1771909200,5,419.54,0.6,112.51,125.77,135.18
1771912800,5,426.64,0.56,112.35,127.49,137.12
1771916400,5,421.06,0.54,110.97,125.04,134.51
1771920000,5,391.36,0.51,107.33,114.61,123.08
1771923600,5,356.53,0.49,104.82,102.22,109.48
1771927200,5,284.78,0.4,106.23,78.09,83.0
1771930800,4,256.65,0.45,102.0,65.96,70.11
1771934400,4,258.46,0.6,100.37,64.09,68.35
1771938000,4,271.91,0.83,97.71,64.64,69.36
1771941600,4,293.04,1.08,94.85,66.28,71.56
1771945200,4,305.29,1.25,91.97,65.23,70.64
1771948800,4,312.45,1.43,88.57,62.97,68.5
1771952400,4,325.57,1.69,85.47,62.28,68.22
1771956000,4,333.6,1.91,82.14,61.07,67.34
1771959600,4,339.02,2.1,78.24,59.47,66.03
1771963200,4,342.89,2.27,74.46,57.65,64.48
1771966800,4,343.23,2.38,70.6,55.06,62.02
1771970400,4,340.19,2.49,66.88,51.9,58.17
1771974000,4,341.7,2.62,63.6,50.03,55.43
1771977600,3,340.21,2.66,61.24,48.54,53.19
1771981200,3,332.2,2.71,59.22,46.03,50.42
1771984800,3,328.33,2.78,57.99,44.4,48.91
1771988400,3,323.06,2.44,60.43,42.97,47.66
1771992000,3,291.05,1.56,68.88,37.77,41.98
1771995600,3,264.42,1.02,75.2,33.68,37.44
1771999200,3,255.15,0.81,78.24,32.05,35.6
1772002800,3,248.08,0.69,79.72,30.77,33.95
1772006400,3,236.2,0.61,79.41,28.86,31.55
1772010000,3,228.56,0.59,79.1,27.43,29.72
1772013600,3,226.67,0.65,79.12,26.74,28.78
1772017200,3,225.96,0.77,77.76,26.17,28.04
1772020800,3,224.9,0.84,76.01,25.98,27.75
1772024400,3,226.26,0.83,74.17,26.12,27.95
1772028000,3,233.04,0.89,72.52,26.64,28.68
1772031600,3,239.5,0.92,71.32,27.17,29.38
1772035200,3,242.69,0.9,70.3,27.4,29.7
1772038800,3,246.47,0.87,69.92,27.66,30.01
1772042400,3,249.02,0.83,69.99,27.85,30.19
1772046000,3,249.15,0.78,70.25,27.81,30.12
1772049600,3,247.37,0.73,71.0,27.56,29.76
1772053200,3,244.0,0.67,71.91,27.09,29.12
1772056800,3,237.61,0.57,73.92,26.27,27.82
1772060400,3,234.9,0.55,73.93,25.34,26.61
1772064000,2,232.36,0.52,73.19,24.23,25.33
1772067600,2,233.97,0.59,70.31,23.38,24.71
1772071200,2,248.56,0.76,65.54,23.27,25.27
1772074800,2,268.07,0.79,61.98,23.69,26.41
1772078400,2,280.75,0.69,63.41,24.3,27.54
1772082000,2,280.64,0.56,67.08,24.77,28.17
1772085600,3,278.23,0.48,70.81,25.63,29.13
1772089200,3,276.74,0.46,73.48,26.79,30.45
1772092800,3,271.77,0.45,73.67,27.36,31.17
1772096400,3,263.66,0.44,72.28,27.32,31.19
1772100000,3,252.12,0.42,70.74,26.91,30.76
1772103600,3,237.66,0.39,69.78,27.09,30.9
1772107200,3,227.21,0.33,71.67,30.29,34.25
1772110800,3,224.64,0.25,77.08,36.56,40.6
1772114400,3,232.57,0.22,83.25,45.47,50.49
1772118000,4,247.51,0.22,91.15,56.43,62.79
1772121600,4,265.89,0.23,99.24,67.93,75.83
1772125200,5,287.59,0.26,106.72,79.16,88.69
1772128800,5,308.64,0.3,113.09,88.55,99.22
1772132400,5,324.44,0.33,119.24,95.16,106.41
1772136000,5,335.69,0.35,125.39,99.37,110.94
1772139600,5,341.33,0.36,130.21,101.11,112.61
1772143200,5,342.65,0.37,133.25,101.07,112.25
1772146800,5,341.42,0.37,137.25,100.29,111.35
1772150400,5,338.42,0.38,140.65,99.2,110.46
1772154000,5,335.53,0.46,143.19,97.95,109.69
1772157600,5,334.16,0.56,145.17,96.89,109.28
1772161200,5,333.14,0.55,146.85,96.3,109.21
1772164800,5,326.72,0.44,150.26,94.48,107.29
1772168400,5,312.17,0.38,150.89,90.16,102.03
1772172000,5,297.37,0.39,148.66,85.18,95.86
1772175600,5,284.29,0.42,148.65,80.56,90.11
1772179200,4,267.67,0.46,146.96,74.94,83.56
1772182800,4,254.24,0.51,145.57,69.98,78.14
1772186400,4,242.24,0.59,146.72,65.36,73.37
1772190000,4,233.16,0.7,146.99,61.85,69.9
1772193600,4,230.81,0.8,147.41,59.97,67.94
1772197200,4,232.02,0.78,147.74,59.34,67.07
1772200800,4,240.48,0.76,148.28,61.34,69.58
1772204400,4,253.0,0.72,150.31,65.3,74.16
1772208000,4,265.99,0.66,152.0,70.12,79.8
1772211600,5,281.74,0.61,154.52,76.24,87.01
1772215200,5,295.78,0.55,157.36,82.26,94.06
1772218800,5,304.89,0.5,159.33,87.16,99.74
1772222400,5,313.77,0.46,161.04,91.17,104.38
1772226000,5,320.55,0.44,162.29,94.17,107.91
1772229600,5,326.41,0.42,162.7,96.47,110.64
1772233200,5,331.02,0.41,162.59,98.1,112.53
1772236800,5,332.81,0.4,161.86,98.73,113.28
1772240400,5,331.07,0.47,160.52,97.38,111.78
1772244000,5,328.3,0.53,158.1,95.79,110.13
1772247600,5,325.88,0.46,155.53,94.26,108.58
1772251200,5,321.37,0.35,154.32,92.67,106.93
1772254800,5,315.5,0.3,152.06,90.72,104.69
1772258400,5,310.35,0.3,149.2,89.14,102.69
1772262000,5,307.91,0.32,147.67,88.39,101.93
1772265600,5,301.18,0.33,145.21,86.22,100.35
1772269200,5,293.07,0.36,143.35,83.56,98.76
1772272800,5,284.59,0.43,143.44,80.49,96.75
1772276400,5,275.71,0.55,143.82,77.26,93.15
1772280000,5,272.75,0.69,144.21,75.55,90.29
1772283600,4,271.71,0.7,146.04,74.74,88.05
1772287200,5,274.36,0.69,145.44,75.15,88.23
1772290800,5,278.76,0.66,145.58,76.06,89.12
1772294400,5,281.04,0.61,144.95,76.09,89.14
1772298000,5,282.58,0.57,144.61,75.71,88.86
1772301600,4,282.37,0.53,143.5,74.52,87.74
1772305200,4,278.86,0.49,140.97,72.24,85.48
1772308800,4,274.52,0.45,138.07,69.85,83.14
1772312400,4,270.52,0.41,135.31,67.48,80.8
1772316000,4,265.67,0.38,132.57,65.0,78.28
1772319600,4,263.32,0.37,130.45,63.8,77.25
1772323200,4,261.86,0.36,127.87,64.21,78.2
1772413200,5,259.62,0.7,101.37,79.81,101.55
1772416800,5,268.25,0.83,98.69,80.57,102.42
1772420400,5,276.5,0.74,97.84,81.61,103.62
1772424000,5,282.47,0.51,98.99,83.15,105.29
1772427600,5,286.17,0.37,99.33,84.9,107.12
1772431200,5,286.32,0.31,99.59,86.89,109.19
1772434800,5,285.15,0.29,100.11,88.93,111.74
1772438400,5,276.35,0.26,98.55,88.87,112.43
1772442000,5,261.95,0.24,97.97,86.84,111.04
1772445600,5,239.69,0.21,102.28,81.65,105.6
1772449200,5,228.85,0.23,102.59,79.0,103.14
1772452800,5,222.4,0.24,101.63,77.59,102.2
1772456400,5,219.48,0.25,101.51,76.85,101.72
1772460000,5,219.58,0.27,101.49,76.59,101.68
1772463600,5,221.27,0.32,101.38,76.75,101.97
1772467200,5,224.82,0.37,100.8,77.21,102.39
1772470800,5,231.15,0.44,99.89,78.21,103.23
1772474400,5,239.43,0.52,98.83,79.43,104.1
1772478000,5,246.99,0.6,97.75,80.13,104.27
1772481600,5,252.03,0.65,97.63,80.68,104.5
1772485200,5,254.61,0.69,97.74,81.0,104.64
1772488800,5,254.8,0.72,97.2,80.89,104.21
1772492400,5,254.21,0.75,96.34,80.75,103.72
1772496000,5,252.9,0.77,95.24,80.6,103.18
1772499600,5,257.42,0.97,92.24,80.7,102.78
1772503200,5,268.45,1.13,88.56,81.5,103.27
1772506800,5,278.39,0.96,89.07,82.79,104.4
1772510400,5,285.06,0.64,93.25,85.05,106.61
1772514000,5,285.99,0.44,96.57,87.64,109.11
1772517600,5,282.7,0.36,98.3,90.34,111.83
1772521200,5,276.3,0.36,98.75,91.79,113.71
1772524800,5,264.0,0.35,96.67,90.36,112.94
1772528400,5,246.81,0.32,95.04,86.99,110.14
1772532000,5,228.96,0.28,96.02,82.74,105.89
1772535600,5,217.4,0.3,96.1,79.47,102.75
1772539200,5,209.52,0.33,96.93,77.07,100.51
1772542800,5,205.0,0.35,99.05,75.49,98.78
1772546400,4,204.38,0.41,101.64,74.58,97.09
1772550000,4,210.24,0.56,104.16,74.38,95.59
1772553600,4,219.22,0.7,105.38,74.3,94.1
1772557200,4,227.28,0.78,104.86,74.06,92.72
1772560800,4,233.43,0.82,102.98,73.34,91.06
1772564400,4,235.83,0.82,100.01,71.64,88.59
1772568000,4,236.06,0.79,97.92,69.97,86.65
1772571600,4,235.24,0.76,96.12,68.45,85.22
1772575200,4,234.23,0.76,94.02,67.15,84.09
1772578800,4,236.06,0.81,91.54,66.34,83.47
1772582400,4,238.06,0.87,89.27,65.72,82.96
1772586000,4,242.38,1.06,86.26,65.3,82.5
1772589600,4,250.06,1.17,83.49,65.54,82.85
1772593200,4,257.56,0.99,84.29,66.3,83.94
1772596800,4,263.86,0.68,87.63,67.87,86.01
1772600400,4,268.24,0.48,90.79,69.99,88.65
1772604000,4,269.43,0.41,93.63,72.52,91.58
1772607600,5,268.84,0.37,96.96,75.19,94.99
1772611200,5,261.25,0.33,97.86,75.69,96.6
1772614800,5,250.71,0.32,98.16,75.02,97.53
1772618400,4,241.3,0.34,99.59,74.53,98.95
1772622000,4,234.73,0.41,101.05,74.41,100.77
1772625600,5,230.96,0.49,103.55,75.21,103.32
1772629200,5,231.22,0.54,106.89,76.6,105.43
1772632800,5,238.84,0.65,108.66,78.59,107.53
1772636400,5,250.85,0.79,110.36,80.65,109.13
1772640000,5,263.84,0.87,112.1,82.93,111.1
1772643600,5,276.3,0.9,113.37,85.65,113.73
1772647200,5,287.23,0.91,113.58,88.17,116.26
1772650800,5,290.93,0.88,112.73,89.8,117.73
1772654400,5,291.25,0.84,112.78,92.13,120.06
1772658000,5,290.51,0.79,113.59,94.52,122.39
1772661600,5,290.75,0.77,113.68,96.84,124.62
1772665200,5,293.75,0.77,112.68,99.45,127.22
1772668800,5,294.99,0.73,113.51,101.83,130.01
1772672400,5,295.66,0.79,115.01,103.52,132.32
1772676000,5,296.11,0.78,117.65,104.52,134.1
1772679600,5,296.57,0.57,121.49,105.24,135.55
1772683200,5,291.89,0.34,125.1,105.05,135.89
1772686800,5,282.81,0.24,126.19,102.93,133.8
1772690400,5,272.71,0.21,125.62,99.87,130.54
1772694000,5,259.96,0.21,127.22,94.03,123.61
1772697600,5,244.92,0.2,126.17,87.87,116.3
1772701200,5,233.06,0.2,124.52,84.1,112.34
1772704800,5,226.08,0.23,124.73,81.65,110.43
1772708400,5,222.9,0.3,123.52,80.42,110.49
1772712000,5,224.09,0.38,123.35,79.49,110.34
1772715600,5,229.25,0.45,123.99,79.21,110.41
1772719200,5,236.27,0.51,124.85,79.54,110.51
1772722800,5,244.0,0.55,125.4,80.37,111.06
1772726400,5,249.77,0.56,125.41,81.44,111.95
1772730000,5,255.52,0.58,123.99,82.7,113.05
1772733600,5,261.28,0.61,122.25,83.93,114.23
1772737200,5,263.01,0.61,119.53,84.51,114.87
1772740800,5,262.47,0.57,117.86,85.04,115.7
1772744400,5,260.17,0.51,117.03,85.31,116.07
1772748000,5,257.84,0.46,117.1,85.17,115.84
1772751600,5,255.15,0.42,117.69,84.91,115.27
1772755200,5,253.16,0.38,119.19,84.46,114.3
1772758800,5,252.44,0.44,118.88,83.77,112.63
1772762400,5,254.05,0.47,117.07,83.49,111.97
1772766000,5,254.42,0.37,116.69,83.2,111.53
1772769600,5,254.03,0.26,117.81,83.1,111.22
1772773200,5,251.84,0.2,117.39,83.18,110.93
1772776800,5,249.65,0.18,115.45,83.5,110.79
1772780400,5,247.05,0.17,113.8,83.48,110.22
1772784000,5,242.13,0.17,112.58,82.34,108.44
1772787600,5,237.56,0.19,112.87,80.76,106.18
1772791200,5,234.78,0.24,115.21,79.25,104.28
1772794800,5,231.32,0.3,118.84,77.71,102.38
1772798400,5,229.08,0.35,125.34,76.43,100.75
1772802000,4,227.8,0.33,135.04,74.63,98.87
1772805600,4,225.54,0.31,136.81,73.22,97.58
1772809200,4,222.21,0.28,136.33,71.82,96.24
1772812800,4,217.42,0.25,134.45,69.96,94.1
1772816400,4,212.23,0.23,131.94,68.27,92.05
1772820000,4,207.38,0.2,128.98,66.52,89.83
1772823600,4,202.58,0.19,124.83,64.78,87.48
1772827200,4,198.87,0.17,120.4,63.16,85.25
1772830800,4,196.92,0.17,116.11,61.94,83.4
1772834400,4,201.43,0.24,111.11,61.28,82.09
1772838000,4,213.31,0.36,106.6,61.36,81.77
1772841600,4,228.78,0.52,103.14,61.8,82.01
1772845200,4,249.98,0.8,98.61,62.42,82.39
1772848800,4,276.64,1.03,94.92,63.77,83.79
1772852400,4,301.65,1.01,94.96,65.7,85.86
1772856000,4,320.12,0.77,98.69,69.18,89.6
1772859600,4,328.02,0.54,102.6,73.39,93.95
1772863200,5,328.83,0.45,105.81,78.14,98.69
1772866800,5,323.4,0.41,108.44,82.02,102.48
1772870400,5,306.14,0.37,108.01,82.19,102.43
1772874000,5,279.8,0.34,105.92,78.53,98.54
1772877600,4,245.3,0.31,102.95,71.27,91.2
1772881200,4,221.71,0.31,100.21,66.05,85.96
1772884800,4,204.07,0.32,100.18,62.14,82.05
1772888400,4,194.69,0.3,105.43,59.7,79.42
1772892000,4,192.0,0.3,109.57,58.79,78.27
1772895600,4,191.25,0.3,112.05,58.38,77.66
1772899200,4,193.39,0.32,110.96,58.53,77.86
1772902800,4,202.67,0.42,106.74,59.36,78.83
1772906400,4,221.7,0.64,100.16,60.46,79.87
1772910000,4,245.5,0.94,91.87,61.63,80.84
1772913600,4,267.34,1.19,85.82,63.44,82.55
1772917200,4,282.13,1.34,82.71,65.36,84.39
1772920800,4,290.59,1.44,82.11,66.81,85.54
1772924400,4,296.95,1.53,82.81,67.92,86.12
1772928000,4,298.36,1.55,84.28,68.44,85.91
1772931600,4,299.7,1.72,84.49,68.29,84.86
1772935200,4,304.53,1.72,84.8,68.11,83.87
1772938800,4,308.63,1.38,88.69,68.73,83.8
1772942400,4,313.3,0.94,95.55,71.28,85.85
1772946000,5,319.22,0.67,101.51,75.58,89.76
1772949600,5,325.11,0.58,107.06,81.15,95.04
1772953200,5,329.37,0.55,112.42,86.77,100.55
1772956800,5,322.2,0.53,114.35,88.6,102.22
1772960400,5,305.6,0.52,115.07,86.93,100.32
1772964000,5,284.42,0.53,115.45,82.83,96.02
1772967600,5,262.47,0.56,112.04,77.49,90.88
1772971200,4,239.45,0.52,107.72,71.37,85.15
1772974800,4,217.84,0.44,104.47,64.88,78.66
1772978400,4,212.17,0.44,101.37,62.83,77.08
1772982000,4,213.33,0.52,98.04,62.13,76.82
1772985600,4,222.3,0.69,94.37,61.89,76.74
1772989200,4,241.58,0.97,90.43,61.99,76.55
1772992800,4,267.43,1.32,87.01,61.68,75.22
1772996400,4,292.94,1.68,83.42,60.68,72.98
1773000000,4,312.81,1.92,81.01,59.78,71.04
1773003600,4,319.13,2.03,81.4,58.41,68.67
1773007200,4,316.69,2.06,82.41,57.06,66.49
1773010800,4,313.97,2.06,82.22,56.68,65.64
1773014400,4,309.82,2.01,81.35,56.85,65.62
1773018000,4,309.39,2.22,78.07,56.87,65.63
1773021600,4,316.57,2.31,74.51,57.17,66.08
1773025200,4,323.02,1.97,76.25,57.92,66.94
1773028800,4,330.25,1.41,85.12,60.54,69.64
1773032400,4,336.87,0.97,94.82,65.49,74.6
1773036000,4,344.88,0.78,103.81,72.72,81.81
1773039600,5,353.83,0.74,112.23,80.73,89.9
1773043200,5,358.1,0.74,117.88,86.38,95.52
1773046800,5,356.77,0.79,122.02,88.71,97.59
1773050400,5,351.27,0.9,124.33,88.13,96.63
1773054000,5,334.25,1.02,122.12,83.56,91.75
1773057600,5,308.49,1.01,117.07,76.48,84.46
1773061200,4,288.04,0.88,110.99,70.32,78.19
1773064800,4,280.25,0.8,104.34,67.96,76.2
1773068400,4,275.95,0.76,97.15,66.56,75.46
1773072000,4,274.71,0.77,90.14,65.5,75.13
1773075600,4,284.61,0.91,84.22,64.73,74.84
1773079200,4,316.97,1.3,78.08,64.28,74.52
1773082800,4,356.5,1.79,73.23,62.74,72.3
1773086400,4,389.55,2.21,68.03,60.62,69.6
1773090000,4,411.05,2.48,64.33,58.1,66.42
1773093600,4,404.89,2.48,63.35,53.48,60.8
1773097200,3,397.42,2.56,62.02,49.94,56.66
1773100800,3,395.23,2.71,59.47,47.85,54.35
1773104400,3,402.31,3.07,55.91,47.04,53.62
1773108000,3,423.92,3.09,54.53,48.24,55.23
1773111600,4,444.75,2.61,61.93,51.73,59.17
1773115200,4,460.33,1.86,78.43,58.9,66.71
1773118800,4,475.94,1.23,94.91,70.21,78.38
1773122400,5,498.53,0.96,108.33,84.54,93.32
1773126000,5,522.31,0.86,118.98,98.93,108.53
1773129600,5,536.72,0.81,124.61,109.27,119.41
1773133200,5,539.56,0.8,127.22,114.22,124.5
1773136800,5,533.29,0.83,127.81,113.9,123.98
1773140400,5,511.27,0.89,125.2,106.97,116.35
1773144000,5,474.9,0.88,121.68,93.53,101.7
1773147600,5,425.57,0.72,117.57,75.21,81.91
1773151200,4,398.58,0.59,113.31,65.5,71.66
1773154800,4,382.06,0.5,110.09,59.84,65.8
1773158400,4,370.82,0.44,107.47,56.25,62.14
1773162000,4,370.12,0.4,106.45,55.97,62.01
1773165600,4,381.0,0.39,106.32,59.39,65.79
1773169200,4,398.86,0.41,105.58,65.1,71.99
1773172800,4,415.96,0.45,103.98,70.09,77.4
1773176400,4,430.27,0.5,101.7,73.85,81.39
1773180000,5,446.01,0.59,98.59,76.56,84.24
1773183600,5,461.07,0.71,95.1,78.42,86.22
1773187200,5,472.97,0.81,91.38,79.32,87.13
1773190800,5,487.68,1.01,86.98,79.94,87.77
1773194400,5,510.78,1.15,84.03,81.02,89.02
1773198000,5,535.94,1.07,85.83,83.3,91.53
1773201600,5,557.88,0.87,92.22,87.48,95.92
1773205200,5,567.14,0.68,98.67,92.37,100.81
1773208800,5,565.86,0.56,103.38,97.73,106.04
1773212400,5,552.63,0.49,105.59,101.04,109.18
1773216000,5,521.88,0.44,104.11,99.86,107.83
1773219600,5,477.58,0.39,100.47,93.3,101.02
1773223200,5,424.33,0.35,96.39,80.88,88.28
1773226800,4,384.72,0.34,91.8,71.28,78.69
1773230400,4,351.7,0.31,88.1,62.78,70.33
1773234000,4,322.94,0.25,87.42,53.97,61.19
1773237600,4,307.89,0.24,84.82,50.78,58.65
1773241200,3,292.79,0.22,81.38,48.44,56.91
1773244800,3,276.53,0.21,77.38,45.7,54.48
1773248400,3,260.52,0.19,73.73,42.91,51.81
1773252000,3,243.08,0.18,70.23,39.81,48.55
1773255600,3,226.27,0.18,67.69,36.46,44.8
1773259200,3,213.8,0.19,66.26,33.56,41.41
1773262800,3,207.12,0.21,65.58,31.36,38.72
1773266400,3,209.86,0.29,63.95,30.02,37.15
1773270000,3,219.91,0.44,61.52,29.41,36.46
1773273600,3,234.38,0.63,59.39,29.3,36.22
1773277200,3,253.36,0.87,56.78,29.73,36.69
1773280800,3,271.18,0.89,55.88,30.64,37.91
1773284400,3,278.25,0.69,58.68,31.96,39.59
1773288000,3,275.09,0.45,62.95,33.52,41.43
1773291600,3,265.94,0.29,65.43,35.05,43.11
1773295200,3,256.64,0.2,66.17,36.48,44.62
1773298800,3,253.86,0.17,67.07,37.77,45.76
1773302400,3,250.39,0.15,66.46,38.44,46.38
1773306000,3,248.15,0.14,65.4,38.92,46.82
1773309600,3,250.12,0.13,65.59,39.46,47.26
1773313200,3,254.73,0.15,66.28,39.82,47.44
1773316800,3,259.33,0.16,67.87,39.77,47.07
1773320400,3,262.96,0.15,69.78,39.46,46.35
