timestamp,aqi,co,no2,o3,pm2_5,pm10
1778191200,1,184.85,1.49,23.81,2.75,4.24
1778194800,1,214.95,2.22,21.48,3.41,5.15
1778198400,1,246.48,2.91,19.11,4.18,6.22
1778202000,1,282.23,2.74,18.55,5.29,7.77
1778205600,1,311.03,2.72,20.3,6.86,9.85
1778209200,1,325.9,2.76,26.22,9.74,13.14
1778212800,2,324.33,2.39,39.29,17.83,21.62
1778216400,3,309.84,1.71,52.36,28.35,32.56
1778220000,3,289.66,1.21,59.2,33.04,37.71
1778223600,3,265.63,0.92,60.53,32.04,37.19
1778227200,3,236.55,0.72,57.68,27.65,32.95
1778230800,2,204.42,0.56,52.56,21.48,26.4
1778234400,2,168.68,0.38,46.2,14.11,17.61
1778238000,1,151.6,0.35,41.66,9.8,12.88
1778241600,1,142.49,0.35,38.52,7.23,10.11
1778245200,1,136.67,0.31,36.2,5.65,8.31
1778248800,1,132.95,0.28,34.63,4.65,7.13
1778252400,1,130.95,0.25,33.68,3.99,6.33
1778256000,1,129.6,0.23,33.06,3.55,5.74
1778259600,1,129.4,0.22,32.61,3.26,5.33
1778263200,1,129.9,0.23,32.27,3.08,5.04
1778266800,1,132.31,0.28,32.11,2.99,4.9
1778270400,1,135.94,0.36,31.99,2.98,4.86
1778274000,1,140.6,0.45,31.84,3.03,4.87
1778277600,1,145.92,0.52,31.83,3.1,4.75
1778281200,1,148.43,0.5,31.99,3.07,4.47
1778284800,1,150.08,0.47,32.27,3.02,4.23
1778288400,1,152.87,0.41,31.93,3.01,4.12
1778292000,1,155.23,0.37,31.77,3.09,4.17
1778295600,1,156.54,0.35,31.67,3.17,4.26
1778299200,1,157.71,0.32,31.21,3.26,4.39
1778302800,1,159.77,0.25,31.16,3.41,4.54
1778306400,1,163.24,0.19,31.26,3.62,4.71
1778310000,1,168.22,0.15,31.43,3.92,5.16
1778313600,1,175.37,0.19,31.48,4.23,5.61
1778317200,1,182.33,0.23,31.67,4.47,5.79
1778320800,1,189.79,0.28,32.31,4.67,5.85
1778324400,1,193.96,0.32,32.53,4.71,5.72
1778328000,1,195.0,0.31,32.94,4.59,5.39
1778331600,1,193.81,0.19,34.4,4.22,4.68
1778335200,1,195.27,0.16,35.39,3.9,4.26
1778338800,1,196.38,0.15,36.0,3.57,3.9
1778342400,1,198.19,0.12,37.02,3.03,3.3
1778346000,1,202.44,0.09,38.26,2.51,2.72
1778349600,1,205.47,0.08,38.91,2.24,2.43
1778353200,1,208.86,0.08,39.63,1.96,2.14
1778356800,1,212.09,0.08,39.99,1.85,2.03
1778360400,1,214.79,0.09,40.11,1.88,2.07
1778364000,1,217.79,0.09,40.26,1.96,2.16
1778367600,1,222.48,0.1,40.55,2.13,2.34
1778371200,1,228.4,0.09,40.98,2.35,2.59
1778374800,1,234.41,0.09,41.35,2.61,2.92
1778378400,1,242.1,0.09,41.85,2.9,3.29
1778382000,1,249.46,0.08,42.35,3.2,3.66
1778385600,1,253.76,0.06,42.29,3.5,3.98
1778389200,1,256.56,0.06,42.0,3.76,4.2
1778392800,1,257.95,0.06,41.37,3.99,4.36
1778396400,1,260.68,0.08,40.63,4.36,4.75
1778400000,1,262.83,0.14,40.18,4.76,5.24
1778403600,1,267.07,0.24,40.66,5.13,5.68
1778407200,1,276.9,0.39,42.79,5.76,6.42
1778410800,1,290.05,0.66,44.04,6.56,7.34
1778414400,1,303.89,0.96,44.43,7.33,8.23
1778418000,1,311.85,1.09,44.39,7.81,8.81
1778421600,1,310.97,1.04,43.71,7.87,8.89
1778425200,1,299.1,0.84,43.41,7.45,8.36
1778428800,1,263.79,0.38,44.19,5.93,6.37
1778432400,1,249.72,0.31,43.68,5.21,5.58
1778436000,1,244.04,0.32,43.25,4.96,5.33
1778439600,1,241.46,0.34,43.22,4.84,5.18
1778443200,1,237.45,0.32,43.37,4.66,4.96
1778446800,1,231.35,0.26,43.66,4.42,4.7
1778450400,1,225.42,0.21,44.19,4.07,4.32
1778454000,1,218.98,0.15,45.28,3.56,3.83
1778457600,1,214.12,0.11,46.48,3.24,3.59
1778547600,1,160.12,0.16,47.73,1.88,2.25
1778551200,1,161.28,0.16,48.64,1.99,2.34
1778554800,1,162.97,0.15,49.29,2.17,2.54
1778558400,1,163.19,0.13,49.38,2.38,2.76
1778562000,1,163.34,0.12,49.43,2.59,2.99
1778565600,1,162.61,0.1,49.33,2.78,3.22
1778569200,1,160.28,0.1,49.23,2.91,3.38
1778572800,1,157.07,0.11,48.74,2.93,3.38
1778576400,1,154.04,0.11,48.07,2.9,3.32
1778580000,1,152.67,0.12,47.65,2.88,3.27
1778583600,1,150.17,0.14,47.03,2.78,3.16
1778587200,1,148.37,0.15,46.61,2.65,3.01
1778590800,1,148.35,0.15,46.49,2.59,2.96
1778594400,1,150.64,0.14,46.68,2.63,3.04
1778598000,1,154.32,0.14,47.02,2.76,3.21
1778601600,1,159.37,0.13,47.54,2.97,3.43
1778605200,1,165.46,0.13,48.14,3.28,3.71
1778608800,1,171.72,0.12,48.69,3.65,4.07
1778612400,1,176.89,0.13,49.09,3.98,4.39
1778616000,1,180.46,0.13,49.28,4.25,4.64
1778619600,1,182.3,0.13,49.16,4.45,4.81
1778623200,1,182.79,0.14,48.67,4.56,4.91
1778626800,1,185.96,0.15,48.3,4.7,5.04
1778630400,1,190.72,0.16,48.08,4.86,5.2
1778634000,1,313.02,3.23,38.37,8.59,9.53
1778637600,1,318.18,2.98,38.79,8.72,9.76
1778641200,1,311.4,2.57,40.15,8.76,9.8
1778644800,1,253.06,1.34,44.09,7.53,8.37
1778648400,1,231.34,0.84,45.12,7.58,8.46
1778652000,1,226.82,0.66,45.06,8.04,8.94
1778655600,1,249.09,1.07,44.32,9.5,10.63
1778659200,2,287.35,1.91,42.16,11.5,13.05
1778662800,2,316.91,2.69,39.55,12.68,14.62
1778666400,2,329.68,3.23,36.53,12.41,14.62
1778670000,2,317.97,3.29,33.38,10.59,12.87
1778673600,1,285.97,2.83,31.39,7.83,9.82
1778677200,1,235.24,1.71,31.27,4.54,5.51
1778680800,1,237.12,1.74,29.4,3.9,4.77
1778684400,1,243.9,1.96,27.63,3.82,4.67
1778688000,1,260.83,2.56,25.49,4.33,5.31
1778691600,1,287.92,3.44,22.99,5.43,6.63
1778695200,1,306.62,4.05,20.72,6.35,7.62
1778698800,1,313.67,4.37,18.7,6.89,8.19
1778702400,1,309.58,4.39,17.35,6.87,8.08
1778706000,1,291.82,4.09,16.78,6.22,7.26
1778709600,1,259.7,3.49,16.95,5.07,5.94
1778713200,1,236.85,3.08,16.83,4.33,5.13
1778716800,1,215.07,2.66,16.76,3.65,4.43
1778720400,1,186.34,2.03,17.3,2.82,3.62
1778724000,1,180.22,1.84,17.45,2.63,3.48
1778727600,1,178.49,1.7,17.71,2.45,3.32
1778731200,1,163.3,1.31,18.82,2.02,2.77
1778734800,1,155.34,1.16,19.95,2.07,2.8
1778738400,1,150.85,1.04,20.9,2.28,3.04
1778742000,1,146.0,0.96,21.54,2.49,3.28
1778745600,1,144.66,0.99,21.26,2.43,3.28
1778749200,1,147.51,1.06,20.74,2.21,3.18
1778752800,1,156.71,1.16,20.82,2.07,3.19
1778756400,1,170.87,1.32,21.35,2.08,3.26
1778760000,1,184.18,1.49,22.07,2.15,3.33
1778763600,1,203.89,1.88,22.02,2.58,3.86
1778767200,1,232.17,2.58,20.97,3.49,5.06
1778770800,1,255.97,3.24,19.52,4.47,6.31
1778774400,1,268.21,3.68,18.02,5.13,7.02
1778778000,1,256.93,3.6,17.13,4.97,6.58
1778781600,1,215.01,2.85,17.34,3.77,5.0
1778785200,1,146.86,1.51,18.59,1.97,2.93
1778788800,1,137.89,1.6,17.72,1.93,2.91
1778792400,1,138.19,1.82,17.23,2.07,3.08
1778796000,1,141.51,2.01,17.46,2.18,3.2
1778799600,1,141.56,2.04,18.29,2.13,3.11
1778803200,1,138.46,1.92,19.57,1.97,2.88
1778806800,1,132.67,1.64,20.93,1.75,2.68
1778810400,1,129.09,1.35,21.95,1.65,2.62
1778814000,1,124.82,1.1,22.87,1.6,2.59
1778817600,1,125.3,1.12,23.11,1.72,2.78
1778821200,1,133.51,1.33,22.49,2.01,3.2
1778824800,1,141.36,1.53,22.19,2.23,3.47
1778828400,1,144.13,1.53,22.74,2.28,3.49
1778832000,1,138.66,1.34,24.25,2.1,3.22
1778835600,1,129.19,1.07,26.34,1.77,2.71
1778839200,1,124.07,0.91,28.83,1.55,2.37
1778842800,1,131.68,1.17,30.52,1.63,2.46
1778846400,1,141.73,1.49,32.15,1.75,2.62
1778850000,1,152.16,1.69,35.46,1.89,2.8
1778853600,1,160.38,1.8,38.18,2.04,3.09
1778857200,1,165.99,1.87,40.09,2.15,3.36
1778860800,1,180.29,2.21,40.88,2.62,4.18
1778864400,1,207.46,2.89,40.24,3.58,5.64
1778868000,1,233.05,3.52,39.54,4.51,6.94
1778871600,1,250.76,3.94,39.25,5.18,7.48
1778875200,1,251.87,3.93,39.83,5.21,7.17
1778878800,1,235.57,3.5,41.13,4.68,6.4
1778882400,1,211.98,2.88,42.81,3.86,5.32
1778886000,1,206.15,2.73,42.98,3.66,4.93
1778889600,1,198.04,2.47,43.37,3.37,4.52
1778893200,1,177.87,1.88,44.86,2.72,3.77
1778896800,1,159.65,1.41,46.56,2.15,3.1
1778900400,1,143.19,0.96,48.53,1.66,2.44
1778904000,1,134.93,0.73,49.56,1.38,2.01
1778907600,1,141.49,0.87,49.09,1.52,2.15
1778911200,1,149.45,1.01,48.58,1.75,2.45
1778914800,1,156.76,1.11,48.69,1.97,2.74
1778918400,1,163.08,1.2,49.07,2.14,2.97
1778922000,1,168.01,1.3,49.27,2.24,3.15
1778925600,1,170.33,1.29,49.96,2.31,3.33
1778929200,1,169.16,1.41,50.09,2.22,3.26
1778932800,1,166.59,1.43,50.1,2.09,3.07
1778936400,1,164.17,1.41,50.41,2.02,2.95
1778940000,1,164.71,1.46,50.23,2.15,3.28
1778943600,1,166.46,1.55,49.86,2.34,3.67
1778947200,1,176.79,1.89,48.81,2.77,4.23
